0,0,22,111,141
1,0,23,112,142
2,0,23,112,142
3,0,23,112,142
4,0,22,113,142
5,0,22,113,142
6,0,22,113,142
7,0,22,113,142
8,0,22,113,142
9,0,22,113,142
10,0,23,112,142
11,0,23,112,142
12,0,23,112,142
13,0,23,112,142
14,0,23,112,142
15,0,23,112,142
16,0,23,112,142
17,0,23,112,142
18,0,22,111,141
19,0,22,111,141
20,0,22,111,141
21,0,22,111,141
22,0,22,111,141
23,0,22,111,141
24,0,22,111,141
25,0,22,111,141
26,0,22,113,142
27,0,21,112,141
28,0,21,112,141
29,0,21,112,141
30,0,21,112,141
31,0,21,112,141
32,0,21,112,141
33,0,21,112,141
34,0,21,112,141
35,0,21,112,141
36,0,21,112,141
37,0,21,112,141
38,0,21,112,141
39,0,21,112,141
40,0,21,112,141
41,0,21,112,141
42,0,21,112,141
43,0,21,112,141
44,0,21,112,141
45,0,21,112,141
46,0,22,111,141
47,0,22,111,141
48,0,22,111,141
49,0,22,111,141
0,1,22,111,141
1,1,23,112,142
2,1,23,112,142
3,1,23,112,142
4,1,22,113,142
5,1,22,113,142
6,1,22,113,142
7,1,22,113,142
8,1,22,113,142
9,1,22,113,142
10,1,23,112,142
11,1,23,112,142
12,1,23,112,142
13,1,23,112,142
14,1,22,111,141
15,1,23,112,142
16,1,23,112,142
17,1,23,112,142
18,1,22,111,141
19,1,22,111,141
20,1,22,111,141
21,1,22,111,141
22,1,22,111,141
23,1,22,111,141
24,1,22,111,141
25,1,22,111,141
26,1,21,112,141
27,1,21,112,141
28,1,21,112,141
29,1,21,112,141
30,1,21,112,141
31,1,21,112,141
32,1,21,112,141
33,1,21,112,141
34,1,21,112,141
35,1,21,112,141
36,1,21,112,141
37,1,21,112,141
38,1,21,112,141
39,1,21,112,141
40,1,21,112,141
41,1,21,112,141
42,1,21,112,141
43,1,21,112,141
44,1,21,112,141
45,1,21,112,141
46,1,22,111,141
47,1,22,111,141
48,1,22,111,141
49,1,22,111,141
0,2,22,111,141
1,2,23,112,142
2,2,23,112,142
3,2,23,112,142
4,2,22,113,142
5,2,22,113,142
6,2,22,113,142
7,2,22,113,142
8,2,22,113,142
9,2,22,113,142
10,2,23,112,142
11,2,23,112,142
12,2,23,112,142
13,2,23,112,142
14,2,22,111,141
15,2,22,111,141
16,2,22,111,141
17,2,22,111,141
18,2,22,111,141
19,2,22,111,141
20,2,22,111,141
21,2,22,111,141
22,2,22,111,141
23,2,22,111,141
24,2,22,111,141
25,2,22,111,141
26,2,22,111,141
27,2,22,111,141
28,2,22,111,141
29,2,21,112,141
30,2,21,112,141
31,2,21,112,141
32,2,21,112,141
