0,0,23,109,123
1,0,23,106,121
2,0,20,102,117
3,0,23,103,119
4,0,18,96,114
5,0,19,97,116
6,0,31,108,127
7,0,33,110,130
8,0,23,101,121
9,0,21,100,120
10,0,20,99,120
11,0,21,100,121
12,0,21,100,121
13,0,20,99,120
14,0,21,100,121
15,0,22,101,122
16,0,21,100,120
17,0,20,99,119
18,0,20,99,119
19,0,20,99,119
20,0,19,98,118
21,0,22,101,121
22,0,26,105,125
23,0,23,102,122
24,0,21,100,120
25,0,20,99,119
26,0,21,100,121
27,0,21,100,122
28,0,21,100,122
29,0,21,100,123
30,0,20,99,122
31,0,21,100,122
32,0,21,100,122
33,0,21,100,121
34,0,21,100,121
35,0,20,99,120
36,0,20,99,119
37,0,21,100,120
38,0,22,102,121
39,0,21,102,120
40,0,22,103,119
41,0,19,100,116
42,0,20,101,119
43,0,22,102,121
44,0,23,102,122
45,0,23,102,121
46,0,23,103,120
47,0,24,104,121
48,0,24,104,121
49,0,23,104,121
0,1,20,108,120
1,1,18,103,116
2,1,20,103,117
3,1,17,99,113
4,1,14,94,110
5,1,22,102,119
6,1,30,108,127
7,1,28,106,125
8,1,24,103,122
9,1,22,101,121
10,1,21,100,121
11,1,21,100,121
12,1,22,101,122
13,1,21,100,121
14,1,21,100,121
15,1,22,101,122
16,1,22,101,121
17,1,21,100,120
18,1,21,100,119
19,1,21,100,119
20,1,21,100,119
21,1,19,98,117
22,1,20,99,119
23,1,21,100,120
24,1,20,99,119
25,1,20,99,119
26,1,21,100,121
27,1,21,100,122
28,1,21,100,123
29,1,21,100,123
30,1,21,100,123
31,1,21,100,123
32,1,21,100,122
33,1,21,100,121
34,1,21,100,121
35,1,20,99,120
36,1,21,100,120
37,1,23,103,121
38,1,27,108,126
39,1,28,110,125
40,1,28,110,123
41,1,20,102,115
42,1,18,100,115
43,1,21,102,120
44,1,23,103,121
45,1,23,103,121
46,1,24,104,121
47,1,26,106,123
48,1,24,105,122
49,1,26,108,123
0,2,20,109,120
1,2,20,107,118
2,2,21,106,118
3,2,15,98,111
4,2,15,98,112
5,2,26,108,123
6,2,26,107,124
7,2,23,103,120
8,2,25,105,122
9,2,22,103,121
10,2,21,102,122
11,2,19,98,119
12,2,21,100,121
13,2,21,100,121
14,2,22,101,122
15,2,21,100,121
16,2,22,101,121
17,2,21,100,119
18,2,21,100,119
19,2,22,102,119
20,2,21,101,118
21,2,21,100,119
22,2,21,100,119
23,2,21,100,120
24,2,21,100,120
25,2,20,99,119
26,2,21,100,121
27,2,21,100,122
28,2,20,99,122
29,2,20,99,122
30,2,22,101,124
31,2,21,100,123
32,2,22,101,123
33,2,22,101,122
34,2,21,100,120
35,2,21,100,120
36,2,21,100,120
37,2,23,103,121
38,2,27,109,124
39,2,35,118,131
40,2,39,123,134
41,2,31,115,126
42,2,21,104,117
43,2,19,102,116
44,2,20,103,119
45,2,21,104,120
46,2,22,105,121
