0,0,107,141,116
1,0,111,144,119
2,0,110,141,116
3,0,109,140,114
4,0,111,141,113
5,0,111,140,111
6,0,123,151,122
7,0,127,154,125
8,0,125,151,121
9,0,127,152,123
10,0,137,160,133
11,0,142,163,138
12,0,142,160,137
13,0,143,160,137
14,0,143,160,138
15,0,131,147,125
16,0,114,129,107
17,0,110,123,102
18,0,110,120,100
19,0,124,131,112
20,0,140,146,127
21,0,145,149,130
22,0,146,150,131
23,0,137,140,121
24,0,125,128,108
25,0,138,140,119
26,0,148,150,128
27,0,145,147,125
28,0,134,136,114
29,0,119,121,99
30,0,111,113,91
31,0,99,101,79
32,0,93,96,72
33,0,115,118,93
34,0,139,142,117
35,0,150,153,128
36,0,156,159,134
37,0,155,158,132
38,0,150,153,126
39,0,148,151,124
40,0,142,143,117
41,0,135,135,110
42,0,132,131,108
43,0,135,133,111
44,0,134,132,112
45,0,140,138,120
46,0,145,144,126
47,0,131,131,114
48,0,109,109,93
49,0,93,94,79
0,1,119,150,125
1,1,119,149,124
2,1,114,144,118
3,1,118,147,120
4,1,122,150,121
5,1,126,152,123
6,1,124,150,121
7,1,120,145,116
8,1,125,148,119
9,1,132,154,126
10,1,153,173,147
11,1,164,182,158
12,1,162,177,155
13,1,164,177,157
14,1,147,160,140
15,1,120,133,112
16,1,110,122,101
17,1,109,119,99
18,1,113,120,102
19,1,122,126,109
20,1,133,136,118
21,1,130,131,114
22,1,126,127,110
23,1,112,113,95
24,1,109,109,90
25,1,127,127,107
26,1,141,142,120
27,1,144,145,122
28,1,135,136,113
29,1,120,121,98
30,1,114,115,93
31,1,108,109,86
32,1,102,103,79
33,1,121,122,98
34,1,138,139,115
35,1,145,146,122
36,1,150,151,127
37,1,148,149,124
38,1,148,149,124
39,1,151,151,125
40,1,147,147,121
41,1,140,138,114
42,1,136,134,111
43,1,134,131,109
44,1,127,124,105
45,1,124,121,103
46,1,135,133,115
47,1,138,137,119
48,1,133,133,116
49,1,118,118,102
0,2,128,155,131
1,2,126,153,128
2,2,121,148,122
3,2,119,146,119
4,2,119,144,116
5,2,122,145,117
6,2,126,149,121
7,2,133,155,127
8,2,149,169,142
9,2,162,181,154
10,2,164,181,156
11,2,167,181,158
12,2,162,174,153
13,2,159,169,150
14,2,142,151,132
15,2,113,122,103
16,2,110,117,98
17,2,109,115,97
18,2,113,116,101
19,2,120,121,107
20,2,134,133,119
21,2,125,123,109
22,2,115,113,99
23,2,107,105,90
24,2,110,108,90
25,2,129,128,108
26,2,140,139,117
27,2,140,139,116
28,2,135,134,112
29,2,124,123,101
30,2,127,126,104
31,2,127,126,104
32,2,127,125,102
33,2,132,131,108
34,2,139,139,115
35,2,141,141,117
36,2,140,139,116
37,2,141,139,116
38,2,141,139,115
39,2,143,140,116
40,2,140,137,113
41,2,139,136,113
42,2,136,132,111
43,2,133,129,109
44,2,120,116,98
45,2,105,101,83
46,2,118,115,97
47,2,130,128,111
48,2,129,127,111
49,2,123,122,107
0,3,133,157,133
1,3,129,154,129
2,3,128,153,127
3,3,123,147,120
4,3,120,143,116
