0,0,17,120,150
1,0,17,120,150
2,0,17,120,150
3,0,18,121,151
4,0,18,121,152
5,0,18,121,152
6,0,18,121,151
7,0,18,122,151
8,0,18,122,151
9,0,18,122,151
10,0,18,122,151
11,0,18,122,151
12,0,17,122,152
13,0,17,122,152
14,0,17,122,151
15,0,17,122,151
16,0,17,122,151
17,0,18,123,152
18,0,18,123,152
19,0,19,124,153
20,0,18,123,152
21,0,18,123,152
22,0,17,122,151
23,0,18,123,152
24,0,18,123,152
25,0,18,123,152
26,0,17,122,152
27,0,18,123,153
28,0,17,122,151
29,0,17,122,151
30,0,17,122,151
31,0,17,122,151
32,0,17,122,151
33,0,17,122,151
34,0,18,123,153
35,0,18,123,153
36,0,17,122,151
37,0,17,122,151
38,0,17,122,151
39,0,17,122,151
40,0,17,122,151
41,0,17,122,151
42,0,18,123,153
43,0,18,123,153
44,0,18,123,152
45,0,17,123,152
46,0,17,124,152
47,0,16,124,152
48,0,16,124,152
49,0,16,124,152
0,1,24,127,157
1,1,24,127,157
2,1,24,127,157
3,1,24,127,157
4,1,25,128,159
5,1,25,128,159
6,1,24,127,157
7,1,25,128,158
8,1,25,128,158
9,1,25,128,158
10,1,25,128,158
11,1,25,129,158
12,1,24,129,159
13,1,24,129,159
14,1,24,129,158
15,1,24,129,158
16,1,24,129,158
17,1,25,130,159
18,1,25,130,159
19,1,25,130,159
20,1,25,130,159
21,1,25,130,159
22,1,24,129,158
23,1,25,130,159
24,1,25,130,159
25,1,25,130,159
26,1,24,129,159
27,1,25,130,160
28,1,24,129,158
29,1,24,129,158
30,1,24,129,158
31,1,24,129,158
32,1,24,129,158
33,1,24,129,158
34,1,25,130,160
35,1,25,130,160
36,1,24,129,158
37,1,24,129,158
38,1,24,129,158
39,1,24,129,158
40,1,24,129,158
41,1,24,129,158
42,1,25,130,160
43,1,25,130,160
44,1,25,130,159
45,1,25,130,159
46,1,24,131,159
47,1,23,131,159
48,1,23,131,159
49,1,23,131,159
0,2,23,127,156
1,2,23,127,156
2,2,23,127,156
3,2,23,126,156
4,2,24,127,158
5,2,24,127,158
6,2,23,126,156
7,2,24,127,157
8,2,24,127,157
9,2,24,127,157
10,2,24,127,157
11,2,24,128,157
12,2,23,128,158
13,2,23,128,158
14,2,22,127,156
15,2,22,127,156
16,2,23,128,157
17,2,23,128,157
18,2,23,128,157
19,2,24,129,158
20,2,23,128,157
21,2,23,128,157
22,2,23,128,157
23,2,24,129,158
24,2,24,129,158
25,2,24,129,158
26,2,23,128,158
27,2,24,129,159
28,2,23,128,157
29,2,23,128,157
30,2,23,128,157
31,2,23,128,157
32,2,23,128,157
33,2,23,128,157
34,2,24,129,159
35,2,24,129,159
36,2,23,128,157
37,2,23,128,157
38,2,23,128,157
39,2,23,128,157
40,2,23,128,157
41,2,23,128,157
42,2,24,129,159
43,2,24,129,159
44,2,24,129,158
45,2,23,129,158
46,2,23,130,158
47,2,22,130,158
48,2,23,131,159
49,2,23,131,159
0,3,23,127,156
1,3,23,127,156
2,3,23,127,156
3,3,24,127,157
4,3,24,127,158
5,3,23,126,157
6,3,23,126,156
7,3,23,127,156
8,3,23,127,156
9,3,24,127,157
10,3,24,127,157
11,3,24,128,157
12,3,23,128,158
13,3,23,128,158
14,3,22,127,156
15,3,22,127,156
16,3,22,127,156
17,3,22,127,156
18,3,22,127,156
19,3,23,128,157
20,3,23,128,157
21,3,23,128,157
22,3,23,128,157
23,3,23,128,157
24,3,24,129,158
25,3,24,129,158
26,3,24,129,159
27,3,24,129,159
28,3,23,128,157
29,3,23,128,157
30,3,23,128,157
